Recording date:	2017/10/06
Recording time:	14:45:27
Recording resolution	1366 x 768

pygaze initiation report start
display resolution: 1366x768
display size in cm: 33.8x27.1
fixation threshold: 1.5 degrees
speed threshold: 35 degrees/second
acceleration threshold: 9500 degrees/second**2
pygaze initiation report end
pygaze calibration report start
samplerate: 59 Hz
sampletime: 16.7999535193 ms
accuracy (in pixels): LX=681.937, LY=383.2378, RX=681.9432, RY=383.2292
precision (RMS noise in pixels): X=18.3030052177, Y=26.7581763205
distance between participant and display: 57.0 cm
fixation threshold: 51.3107898708 pixels
speed threshold: 1.19697837223 pixels/ms
accuracy threshold: 327.904497397 pixels/ms**2
pygaze calibration report end
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
1016.6	672.9987	375.3414	0	672.5679	345.2696	0	0.4925	0.4691	
1033.3	667.3243	375.3638	0	673.2793	407.3205	0	0.4907	0.5096	
1049.9	602.4404	374.7051	0	661.3512	393.2917	0	0.4626	0.5000	
1066.6	681.2645	367.6693	0	677.4287	376.3724	0	0.4973	0.4844	
1083.3	677.8921	383.5344	0	660.4989	394.8967	0	0.4899	0.5068	
1099.9	679.4291	387.6977	0	671.9936	378.6244	0	0.4947	0.4989	
1116.6	634.9144	414.6632	0	650.4736	364.9895	0	0.4705	0.5076	
1133.3	379.8326	381.8169	0	424.7059	286.6650	0	0.2945	0.4352	
1149.9	289.5263	388.4084	0	344.9340	317.9949	0	0.2322	0.4599	
1166.7	337.1231	374.4760	0	357.1243	311.2442	0	0.2541	0.4464	
1183.4	319.3827	364.6341	0	350.8815	324.4940	0	0.2453	0.4487	
1200.0	351.1969	413.7564	0	340.2268	349.5183	0	0.2531	0.4969	
1216.7	310.2388	380.4775	0	345.7100	312.0541	0	0.2401	0.4509	
1233.4	307.9182	380.8081	0	351.7574	350.3597	0	0.2415	0.4760	
1250.0	334.8760	404.0271	0	344.1362	317.9062	0	0.2485	0.4700	
1266.7	310.6310	352.0604	0	355.5024	333.9187	0	0.2438	0.4466	
1283.4	337.7433	379.5342	0	341.8959	335.1278	0	0.2488	0.4653	
1300.0	346.8020	378.7616	0	327.2246	346.8084	0	0.2467	0.4724	
1316.7	341.1885	376.0751	0	327.2838	348.4807	0	0.2447	0.4717	
1333.4	331.7571	371.3322	0	331.0845	328.3306	0	0.2426	0.4555	
1350.0	358.4468	379.7870	0	340.2814	330.0633	0	0.2558	0.4621	
1366.7	337.1548	377.1804	0	330.3354	352.5063	0	0.2443	0.4751	
1383.4	339.6868	372.5321	0	345.4976	337.5951	0	0.2508	0.4623	
1400.0	352.8790	371.0573	0	330.4120	338.4514	0	0.2501	0.4619	
1416.7	350.0993	363.2971	0	345.4294	327.9763	0	0.2546	0.4500	
1433.4	345.9293	345.9007	0	329.1488	335.2430	0	0.2471	0.4435	
1450.0	346.1990	347.0451	0	346.6546	327.2085	0	0.2536	0.4390	
1466.7	356.6557	355.1632	0	333.3324	336.3353	0	0.2526	0.4502	
1483.4	344.6937	371.2189	0	337.8757	281.1695	0	0.2498	0.4247	
1500.0	342.7943	335.6108	0	348.0647	344.2405	0	0.2529	0.4426	
1516.7	342.6083	348.7134	0	346.5977	321.6911	0	0.2523	0.4365	
1533.4	332.3011	358.7877	0	334.2929	331.9234	0	0.2440	0.4497	
1550.1	368.5846	324.4713	0	336.9939	330.9909	0	0.2583	0.4267	
1566.7	350.7989	342.5151	0	327.6957	341.6917	0	0.2484	0.4454	
1583.4	354.5576	324.3440	0	333.3479	333.4419	0	0.2518	0.4282	
1600.1	339.9622	323.3641	0	331.6523	333.3862	0	0.2458	0.4276	
1616.7	345.2396	349.2283	0	336.9242	340.3430	0	0.2497	0.4489	
1633.4	354.0028	344.7470	0	341.2199	361.3767	0	0.2545	0.4597	
1650.1	353.0372	347.3415	0	317.6799	388.2224	0	0.2455	0.4789	
1666.7	326.7361	358.8266	0	278.8268	394.1706	0	0.2217	0.4902	
1683.4	341.6501	342.4245	0	334.1132	334.6312	0	0.2474	0.4408	
1700.1	338.5432	358.8600	0	343.3160	334.4811	0	0.2496	0.4514	
1716.7	364.6536	346.1671	0	349.9718	305.0389	0	0.2616	0.4240	
1733.4	341.1432	353.8453	0	304.2363	351.0553	0	0.2362	0.4589	
1750.1	368.6955	353.6383	0	336.1669	352.1366	0	0.2580	0.4595	
1766.7	345.3450	353.9695	0	325.4022	369.3297	0	0.2455	0.4709	
1783.4	357.2322	350.5624	0	333.1070	348.9668	0	0.2527	0.4554	
1800.1	349.6831	345.4129	0	343.3467	332.9608	0	0.2537	0.4416	
1816.8	362.0146	356.3686	0	319.0214	351.0847	0	0.2493	0.4606	
1833.4	339.6862	362.8822	0	336.0686	338.7740	0	0.2473	0.4568	
1850.1	347.8150	358.6656	0	322.8862	355.7978	0	0.2455	0.4651	
1866.8	337.8958	348.7938	0	354.5558	296.0659	0	0.2535	0.4198	
1883.4	346.9550	362.5077	0	341.9952	305.5158	0	0.2522	0.4349	
1900.1	336.8429	337.4156	0	331.6330	358.1745	0	0.2447	0.4529	
1916.8	367.8719	367.6362	0	301.8037	361.4016	0	0.2451	0.4746	
1933.5	340.8050	353.2497	0	346.2943	329.1720	0	0.2515	0.4443	
1950.1	345.7231	333.4034	0	319.8567	331.0663	0	0.2436	0.4326	
1966.8	337.6069	353.3547	0	339.5064	328.5345	0	0.2478	0.4439	
1983.5	348.1219	350.9093	0	325.9497	363.3184	0	0.2467	0.4650	
2000.1	347.8395	344.7427	0	334.1169	351.0378	0	0.2496	0.4530	
2016.8	343.9350	346.0401	0	335.9375	350.0896	0	0.2489	0.4532	
2033.5	345.1209	344.7800	0	336.4601	379.2347	0	0.2495	0.4714	
2050.2	343.8522	337.8242	0	340.6604	329.3167	0	0.2506	0.4343	
2066.8	331.9356	358.4041	0	307.0111	337.7039	0	0.2339	0.4532	
2083.5	314.6996	328.3775	0	323.9192	362.4326	0	0.2338	0.4497	
2100.2	340.2200	348.8969	0	339.8562	308.3757	0	0.2489	0.4279	
2116.8	313.7061	339.6228	0	327.6567	335.2344	0	0.2348	0.4394	
2133.5	336.8617	339.2575	0	328.3518	273.4780	0	0.2435	0.3989	
2150.2	335.8047	352.8901	0	336.3078	326.6018	0	0.2460	0.4424	
2166.8	312.4028	341.6061	0	313.8466	338.1644	0	0.2292	0.4426	
2183.4	346.5117	356.5242	0	320.6761	343.7292	0	0.2442	0.4559	
2200.0	309.1700	327.8528	0	320.3347	328.7241	0	0.2304	0.4275	
2216.7	343.8353	343.7072	0	320.9163	375.2055	0	0.2433	0.4680	
2233.4	393.6943	371.9037	0	328.4265	359.2710	0	0.2643	0.4760	
2250.1	333.2141	353.1549	0	353.8387	295.6758	0	0.2515	0.4224	
2266.7	336.4260	355.3447	0	347.7728	341.4966	0	0.2504	0.4537	
2283.4	334.3238	367.3482	0	321.8257	335.1821	0	0.2402	0.4574	
2300.1	363.5444	362.0814	0	333.8804	339.6145	0	0.2553	0.4568	
2316.7	331.9562	347.8062	0	331.7574	339.3331	0	0.2429	0.4474	
2333.4	331.6904	355.0647	0	334.8635	333.9556	0	0.2440	0.4486	
2350.0	338.3163	358.3907	0	340.6910	365.2977	0	0.2485	0.4712	
2366.7	354.2742	361.4254	0	322.7038	366.2149	0	0.2478	0.4737	
2383.4	352.6765	359.8855	0	344.8193	327.7296	0	0.2553	0.4477	
2400.0	337.6545	361.8099	0	349.0421	324.8495	0	0.2514	0.4470	
2416.7	341.8450	361.2895	0	326.4323	330.2102	0	0.2446	0.4502	
2433.4	337.6668	360.9191	0	341.3603	345.6524	0	0.2485	0.4600	
2450.0	330.9780	355.5149	0	325.2463	347.7237	0	0.2402	0.4578	
2466.7	342.9771	371.8197	0	333.7458	338.6710	0	0.2477	0.4626	
2483.4	322.9579	354.6331	0	330.6214	335.9598	0	0.2392	0.4496	
2500.0	333.1954	373.7689	0	323.9164	340.8673	0	0.2405	0.4653	
2516.7	338.2733	388.2033	0	333.0269	346.3813	0	0.2457	0.4782	
2533.4	329.4822	374.1674	0	329.8975	373.5799	0	0.2414	0.4868	
2550.0	328.1744	384.8779	0	338.4962	356.6727	0	0.2440	0.4828	
2566.7	332.0498	393.9801	0	332.0222	330.3905	0	0.2431	0.4716	
2583.4	319.8986	374.1928	0	338.0037	348.8872	0	0.2408	0.4708	
2600.0	333.6112	383.9783	0	334.3739	352.4006	0	0.2445	0.4794	
2616.7	329.0293	390.8559	0	320.0048	344.5546	0	0.2376	0.4788	
2633.4	331.6751	377.6614	0	332.3744	343.0133	0	0.2431	0.4692	
2650.0	336.2967	375.3664	0	335.9435	366.2775	0	0.2461	0.4828	
2666.7	321.4328	387.9972	0	328.4879	352.1498	0	0.2379	0.4819	
2683.4	313.2762	376.5544	0	333.2702	348.9547	0	0.2367	0.4723	
2700.1	320.5140	389.3043	0	343.3435	342.1987	0	0.2430	0.4762	
2716.7	324.6893	374.9035	0	341.8091	344.6145	0	0.2440	0.4684	
2733.4	328.0516	385.3940	0	331.9058	336.4182	0	0.2416	0.4699	
2750.1	329.5621	384.3934	0	324.4587	335.4437	0	0.2394	0.4686	
2766.8	316.4140	402.9147	0	322.8731	349.6058	0	0.2340	0.4899	
2783.4	314.6415	380.2587	0	335.8568	347.9969	0	0.2381	0.4741	
2800.1	312.8403	397.5776	0	322.5985	342.0287	0	0.2326	0.4815	
2816.8	328.9997	402.4521	0	329.6444	330.6483	0	0.2411	0.4773	
2833.4	311.7880	396.0745	0	332.8963	351.8264	0	0.2360	0.4869	
2850.1	315.3692	417.2836	0	333.5333	347.1559	0	0.2375	0.4977	
2866.8	331.4914	413.9993	0	351.6781	352.7910	0	0.2501	0.4992	
2883.4	315.2717	413.5981	0	333.8425	349.3995	0	0.2376	0.4967	
2900.1	330.0442	409.7919	0	339.3954	342.4284	0	0.2450	0.4897	
2916.8	310.4899	393.9071	0	342.1342	344.8505	0	0.2389	0.4810	
2933.5	313.2950	400.5599	0	340.0951	336.9391	0	0.2392	0.4801	
2950.1	335.9094	430.7094	0	335.9138	329.9440	0	0.2459	0.4952	
2966.8	314.0478	391.8993	0	329.9371	319.1502	0	0.2357	0.4629	
2983.5	317.6496	390.3413	0	333.1346	338.2025	0	0.2382	0.4743	
3000.1	322.6899	403.3342	0	341.2398	361.3490	0	0.2430	0.4978	
3016.8	320.9796	411.4213	0	340.8288	326.8043	0	0.2422	0.4806	
3033.5	324.7472	423.5621	0	344.4051	322.6620	0	0.2449	0.4858	
3050.2	316.5723	417.6644	0	335.6346	316.9103	0	0.2387	0.4782	
3066.8	325.8911	420.7593	0	333.5516	345.1316	0	0.2414	0.4986	
3083.5	329.9575	399.9121	0	331.5545	330.3791	0	0.2421	0.4755	
3100.2	329.0961	397.8329	0	335.8818	350.3195	0	0.2434	0.4871	
3116.8	333.7439	410.1884	0	341.0254	319.6570	0	0.2470	0.4752	
3133.5	320.3836	399.0608	0	339.6951	346.7376	0	0.2416	0.4855	
3150.2	326.8105	405.3393	0	322.7146	326.7609	0	0.2377	0.4766	
3166.8	313.3831	407.9107	0	344.3405	327.8979	0	0.2407	0.4790	
3183.5	319.1047	404.0411	0	335.1990	348.7556	0	0.2395	0.4901	
3200.0	317.7628	401.0802	0	343.7561	342.7209	0	0.2421	0.4842	
3216.7	319.8968	404.9598	0	329.9828	345.2658	0	0.2379	0.4884	
3233.4	328.6390	407.5609	0	335.8204	338.0719	0	0.2432	0.4854	
3250.0	329.7062	387.5811	0	331.1777	348.1684	0	0.2419	0.4790	
3266.7	318.4556	402.5539	0	309.0519	348.5114	0	0.2297	0.4890	
3283.4	325.3795	412.2630	0	347.8437	343.8723	0	0.2464	0.4923	
3300.0	323.5045	401.4876	0	350.6145	345.9144	0	0.2467	0.4866	
3316.7	332.9836	409.9960	0	361.3967	331.9983	0	0.2542	0.4831	
3333.4	333.0799	407.9266	0	334.6943	351.9755	0	0.2444	0.4947	
3350.0	326.6150	391.6339	0	322.0976	371.9095	0	0.2374	0.4971	
3366.7	329.4019	393.8832	0	329.7018	349.9860	0	0.2413	0.4843	
3383.4	330.3677	405.3864	0	341.6843	354.0637	0	0.2460	0.4944	
3400.0	336.8408	415.1900	0	339.0097	359.4822	0	0.2474	0.5043	
3416.7	310.8697	404.5677	0	341.9720	370.2137	0	0.2390	0.5044	
3433.4	330.2203	403.5412	0	334.8211	351.0133	0	0.2434	0.4912	
3450.0	327.3882	405.8872	0	340.0214	383.7883	0	0.2443	0.5141	
3466.7	336.1966	407.6353	0	329.8518	359.8450	0	0.2438	0.4997	
3483.4	350.4655	413.5354	0	326.2584	361.6122	0	0.2477	0.5047	
3500.1	339.9189	387.2504	0	334.3522	351.6607	0	0.2468	0.4811	
3516.7	352.5577	384.9565	0	331.2781	339.5218	0	0.2503	0.4717	
3533.4	332.6268	410.3074	0	326.8980	368.7272	0	0.2414	0.5072	
3550.1	330.4470	413.9546	0	340.7566	343.3114	0	0.2457	0.4930	
3566.7	341.1194	411.1369	0	355.5038	343.8858	0	0.2550	0.4916	
3583.4	337.7383	417.7669	0	347.4869	355.0788	0	0.2508	0.5032	
3600.1	319.6130	411.6498	0	333.9017	337.1522	0	0.2392	0.4875	
3616.7	322.9915	413.3522	0	350.0353	362.3420	0	0.2463	0.5050	
3633.4	335.9275	411.2361	0	351.8240	355.9446	0	0.2517	0.4995	
3650.1	333.8629	406.5010	0	335.7145	346.5729	0	0.2451	0.4903	
3666.7	331.8725	407.8975	0	322.2471	350.8647	0	0.2394	0.4940	
3683.4	324.2767	403.2918	0	337.8202	351.5763	0	0.2423	0.4915	
3700.0	332.7564	406.8092	0	328.1863	329.4140	0	0.2419	0.4793	
3716.7	315.1957	416.6806	0	326.5893	356.4017	0	0.2349	0.5033	
3733.3	322.9406	394.7381	0	334.5803	355.0728	0	0.2407	0.4882	
3750.0	314.4248	408.0749	0	343.5245	355.3047	0	0.2408	0.4970	
3766.7	314.3281	402.5843	0	340.7288	353.7151	0	0.2398	0.4924	
3783.3	314.9406	408.3291	0	328.8644	343.3950	0	0.2357	0.4894	
3800.0	323.4268	402.7446	0	316.1888	362.3664	0	0.2341	0.4981	
3816.7	330.1679	417.1129	0	343.4284	344.4069	0	0.2466	0.4958	
3833.4	334.5191	439.5870	0	345.6558	350.4158	0	0.2490	0.5143	
3850.0	325.6462	387.6228	0	336.6594	333.3727	0	0.2424	0.4694	
3866.7	323.7293	415.6227	0	334.3805	341.2528	0	0.2409	0.4928	
3883.4	320.3128	418.3537	0	345.5578	335.6678	0	0.2437	0.4909	
3900.0	342.0161	417.1280	0	339.2888	369.7598	0	0.2494	0.5123	
127.2									start_trial 1
875.6									start_stimuli stim_a5__vs__stim_b5
3874.5									stop_stimuli stim_a5__vs__stim_b5
3875.2									stop_trial
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
16.7	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
33.3	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
50.0	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
66.7	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
83.3	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
98.6	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
116.6	325.1063	421.8595	0	341.2309	331.4293	0	0.2439	0.4904	
133.3	323.5110	426.1237	0	358.0001	311.9200	0	0.2495	0.4805	
150.0	316.7851	399.8404	0	340.5482	362.5363	0	0.2406	0.4963	
166.6	324.0445	439.1011	0	348.0130	323.9480	0	0.2460	0.4968	
182.4	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
200.0	318.1602	443.4639	0	342.4046	334.4018	0	0.2418	0.5064	
216.7	316.4782	439.1816	0	334.3417	351.6401	0	0.2382	0.5149	
233.3	333.3637	425.5688	0	342.0630	361.5069	0	0.2472	0.5124	
250.0	314.5394	407.8784	0	344.1777	349.3155	0	0.2411	0.4930	
266.7	299.0107	436.4800	0	344.3543	365.0139	0	0.2355	0.5218	
283.4	301.2307	432.5640	0	343.3375	335.5818	0	0.2359	0.5001	
300.0	307.1033	412.8859	0	329.9070	336.3932	0	0.2332	0.4878	
316.7	462.4956	378.7067	0	514.1266	349.9776	0	0.3575	0.4744	
333.4	620.3386	379.3474	0	624.5304	427.1700	0	0.4557	0.5251	
350.0	594.8549	397.4621	0	619.5822	428.3864	0	0.4445	0.5377	
366.7	622.8412	417.8440	0	635.4946	409.4926	0	0.4606	0.5386	
383.4	619.1251	424.5138	0	629.8590	423.8066	0	0.4572	0.5523	
400.0	618.0951	412.2428	0	617.3385	404.5124	0	0.4522	0.5317	
416.7	624.0019	447.1779	0	636.6984	396.3425	0	0.4615	0.5492	
433.4	638.7076	431.5986	0	603.4683	457.2028	0	0.4547	0.5786	
450.0	595.9016	395.9619	0	638.5815	378.6529	0	0.4519	0.5043	
466.7	673.6693	402.4013	0	680.5071	424.1531	0	0.4957	0.5381	
483.4	663.7278	425.8191	0	660.3429	430.4803	0	0.4847	0.5575	
500.0	669.5929	396.5773	0	661.1172	407.0528	0	0.4871	0.5232	
516.7	665.0037	415.3194	0	686.7132	401.4573	0	0.4948	0.5318	
533.4	675.0546	438.9304	0	653.5234	426.1119	0	0.4863	0.5632	
550.0	667.5405	421.5916	0	679.7568	389.5514	0	0.4932	0.5281	
566.7	661.5783	405.8137	0	676.8883	402.1691	0	0.4899	0.5260	
583.4	655.9582	407.7684	0	668.2418	418.0435	0	0.4847	0.5376	
600.0	667.6979	412.4976	0	692.9432	400.2111	0	0.4980	0.5291	
616.7	664.2163	410.1097	0	667.0781	401.6627	0	0.4873	0.5285	
633.4	665.6322	408.9817	0	695.0874	347.9273	0	0.4981	0.4928	
650.0	686.3976	391.2025	0	671.8953	390.9671	0	0.4972	0.5092	
666.7	678.5226	412.7917	0	659.2781	415.2108	0	0.4897	0.5391	
683.3	684.8691	398.8909	0	677.4833	407.6525	0	0.4987	0.5251	
700.0	682.1345	416.2581	0	674.2206	383.5888	0	0.4965	0.5207	
716.7	679.1737	378.4738	0	674.1730	416.0264	0	0.4954	0.5173	
733.3	666.4582	419.9344	0	677.3959	411.7625	0	0.4919	0.5415	
750.1	671.1368	410.1179	0	674.2397	396.1460	0	0.4925	0.5249	
766.7	679.7938	390.4393	0	667.0910	393.7549	0	0.4930	0.5105	
783.4	682.7612	423.6637	0	696.2223	348.1070	0	0.5048	0.5025	
800.1	670.4421	407.2423	0	677.5348	384.4602	0	0.4934	0.5154	
816.7	675.0664	412.1900	0	674.9602	416.5025	0	0.4942	0.5395	
833.4	684.8083	404.3848	0	712.2827	371.1049	0	0.5114	0.5049	
850.1	678.3282	410.1183	0	690.3504	396.8430	0	0.5010	0.5254	
866.7	699.4768	420.0390	0	691.0614	395.1718	0	0.5090	0.5307	
883.4	693.3853	394.9256	0	701.0775	390.8559	0	0.5104	0.5116	
900.1	667.1714	418.3219	0	703.6228	397.8226	0	0.5018	0.5313	
916.7	677.2406	428.5061	0	693.9143	359.1192	0	0.5019	0.5128	
933.4	676.3048	405.6721	0	670.7304	403.6101	0	0.4931	0.5269	
950.1	669.3195	390.7211	0	684.3557	354.9791	0	0.4955	0.4855	
966.7	676.4061	393.6863	0	678.1075	393.4633	0	0.4958	0.5125	
983.4	658.8860	419.8024	0	687.8829	409.4507	0	0.4930	0.5399	
1000.1	658.5206	403.0095	0	683.4494	387.8643	0	0.4912	0.5149	
1016.7	661.9229	394.3479	0	671.4542	401.4796	0	0.4881	0.5181	
1033.4	663.3519	381.0342	0	691.4384	363.0541	0	0.4959	0.4844	
1050.1	595.4268	427.8073	0	601.5891	364.7321	0	0.4381	0.5160	
1066.7	341.3244	408.7141	0	378.5986	340.6107	0	0.2635	0.4878	
1083.4	276.6753	408.9287	0	359.8203	310.6568	0	0.2330	0.4685	
1100.1	285.2878	412.6626	0	341.7065	360.5509	0	0.2295	0.5034	
1116.7	286.8186	425.9030	0	345.8800	366.7370	0	0.2316	0.5160	
1133.4	295.5350	432.2903	0	334.5438	337.9697	0	0.2306	0.5015	
1150.1	304.6716	416.9274	0	339.8622	326.3542	0	0.2359	0.4839	
1166.8	304.6561	419.6253	0	335.9619	316.4683	0	0.2345	0.4792	
1183.4	327.9243	413.6030	0	339.3254	338.7165	0	0.2442	0.4898	
1200.1	308.1235	421.8231	0	324.3491	333.3737	0	0.2315	0.4917	
1216.8	315.0603	417.0752	0	337.6048	328.4270	0	0.2389	0.4854	
1233.4	302.2314	401.0844	0	348.3604	322.5185	0	0.2381	0.4711	
1250.1	309.0298	396.9408	0	331.8438	338.2372	0	0.2346	0.4786	
1266.8	306.6741	415.5858	0	321.6962	355.4616	0	0.2300	0.5020	
1283.4	305.9087	400.0036	0	316.7509	336.1836	0	0.2279	0.4793	
1300.1	294.2519	401.9056	0	328.1588	336.2953	0	0.2278	0.4806	
1316.8	320.8783	375.1235	0	334.5183	333.1651	0	0.2399	0.4611	
1333.4	316.6917	399.4026	0	314.2040	366.3539	0	0.2309	0.4985	
1350.1	317.1900	396.0004	0	324.6674	346.1947	0	0.2349	0.4832	
1366.8	334.9487	404.1980	0	324.6949	362.2129	0	0.2415	0.4990	
1383.4	303.9862	371.6648	0	322.8114	323.5709	0	0.2294	0.4526	
1400.1	332.5374	405.3484	0	319.9824	349.2220	0	0.2388	0.4913	
1416.7	333.9431	388.4684	0	323.6995	380.6894	0	0.2407	0.5008	
1433.4	307.7813	388.7735	0	317.2553	331.8398	0	0.2288	0.4691	
1450.1	318.5325	368.8160	0	325.7741	307.7401	0	0.2358	0.4405	
1466.8	322.1376	366.2216	0	319.7618	357.4118	0	0.2350	0.4711	
1483.4	312.8723	390.0313	0	322.8712	330.8192	0	0.2327	0.4693	
1500.1	317.8480	381.5029	0	322.3796	333.5595	0	0.2343	0.4655	
1516.8	332.7098	379.8848	0	309.5546	344.4261	0	0.2351	0.4716	
1533.4	332.2757	375.9945	0	302.7245	354.1728	0	0.2324	0.4754	
1550.1	333.7895	377.2023	0	320.0058	368.0101	0	0.2393	0.4852	
1566.8	326.0063	393.5454	0	319.1552	352.9093	0	0.2361	0.4860	
1583.4	322.1728	377.6045	0	327.0295	328.4204	0	0.2376	0.4597	
1600.1	327.3719	395.8792	0	318.9926	346.6172	0	0.2366	0.4834	
1616.7	352.5798	375.3277	0	310.8499	333.6638	0	0.2428	0.4616	
1633.4	341.8857	372.8826	0	314.8840	343.7725	0	0.2404	0.4666	
1650.1	336.0829	366.0153	0	318.3201	358.6409	0	0.2395	0.4718	
1666.7	337.5616	364.4932	0	318.8385	311.5419	0	0.2403	0.4401	
1683.4	329.3084	357.9969	0	314.3147	309.8258	0	0.2356	0.4348	
1700.1	326.8118	369.6642	0	330.2653	329.1582	0	0.2405	0.4550	
1716.7	333.5904	372.9284	0	338.5248	316.3333	0	0.2460	0.4487	
1733.4	320.6896	356.7680	0	317.8070	332.4363	0	0.2337	0.4487	
1750.1	344.1299	379.9813	0	329.0780	332.7248	0	0.2464	0.4640	
1766.7	318.9044	371.7582	0	342.8466	326.8151	0	0.2422	0.4548	
1783.4	344.6195	351.3791	0	321.3331	281.1486	0	0.2438	0.4118	
1800.1	327.0610	380.2655	0	325.0623	343.8715	0	0.2387	0.4714	
1816.7	332.9012	361.3948	0	321.2138	349.4372	0	0.2394	0.4628	
1833.4	338.1641	370.5441	0	314.2491	342.3648	0	0.2388	0.4641	
1850.0	346.4278	367.5984	0	330.0302	358.7452	0	0.2476	0.4729	
1866.7	332.0025	342.0564	0	309.6619	337.1482	0	0.2349	0.4422	
1883.4	340.5016	348.6844	0	350.8230	315.3476	0	0.2530	0.4323	
1900.0	338.2467	367.1897	0	309.3228	366.4802	0	0.2370	0.4776	
1916.7	361.8630	382.6015	0	310.8882	320.8121	0	0.2462	0.4580	
1933.4	323.0313	373.8312	0	313.9205	367.7543	0	0.2331	0.4828	
1950.0	341.6800	376.1712	0	326.7135	341.7410	0	0.2447	0.4674	
1966.7	333.0130	356.2750	0	312.3139	340.9249	0	0.2362	0.4539	
1983.4	333.0960	376.2144	0	309.0245	355.3010	0	0.2350	0.4762	
2000.0	341.6319	345.5223	0	323.7408	330.4170	0	0.2435	0.4401	
2016.7	356.4034	410.3914	0	317.2498	330.4517	0	0.2466	0.4823	
2033.4	348.5005	350.3882	0	338.2272	350.1722	0	0.2514	0.4561	
2050.0	328.9434	362.4200	0	334.4509	331.5961	0	0.2428	0.4518	
2066.7	346.4872	361.3871	0	321.2342	333.9977	0	0.2444	0.4527	
2083.3	333.3210	353.3052	0	315.7521	342.5071	0	0.2376	0.4530	
2100.0	347.8932	380.6181	0	334.7793	327.3845	0	0.2499	0.4609	
2116.7	334.3543	351.2924	0	321.7521	328.5778	0	0.2402	0.4426	
2133.3	326.3999	357.2072	0	317.1283	334.9549	0	0.2356	0.4506	
2150.0	332.5249	373.3565	0	324.9577	332.8270	0	0.2407	0.4598	
2166.7	339.9511	374.0896	0	313.5042	349.0872	0	0.2392	0.4708	
2183.3	332.0840	360.9235	0	327.9732	310.1166	0	0.2416	0.4369	
2200.0	325.5084	365.9880	0	329.8870	343.9294	0	0.2399	0.4622	
2216.7	328.7455	385.7499	0	320.6599	340.0484	0	0.2377	0.4725	
2233.3	320.1243	386.7491	0	322.5232	350.1822	0	0.2352	0.4798	
2250.0	325.3239	376.9469	0	326.7447	328.4863	0	0.2387	0.4593	
2266.7	327.0993	385.8343	0	324.0337	338.3766	0	0.2383	0.4715	
2283.4	317.3494	370.1777	0	327.0739	360.4060	0	0.2359	0.4756	
2300.1	348.5750	391.1002	0	321.0416	349.9456	0	0.2451	0.4825	
2316.7	325.7749	373.0130	0	325.0721	313.4200	0	0.2382	0.4469	
2333.4	313.7905	358.4135	0	319.1064	335.5053	0	0.2317	0.4518	
2350.1	330.5055	383.5379	0	312.8978	327.5970	0	0.2355	0.4630	
2366.7	318.4732	370.8514	0	316.1721	357.9059	0	0.2323	0.4745	
2383.4	304.8927	374.8023	0	328.5152	350.3598	0	0.2318	0.4721	
2400.1	313.8428	365.5364	0	316.5371	364.5959	0	0.2307	0.4753	
2416.7	316.6278	388.0439	0	312.5640	348.9011	0	0.2303	0.4798	
2433.4	303.0724	363.8183	0	331.9336	329.5725	0	0.2324	0.4514	
2450.1	318.2784	375.8419	0	323.4373	303.2130	0	0.2349	0.4421	
2466.7	327.5076	365.1813	0	322.5787	346.0595	0	0.2380	0.4630	
2483.4	325.2469	378.0680	0	319.2437	329.4275	0	0.2359	0.4606	
2500.1	316.9603	350.6378	0	333.4820	337.8009	0	0.2381	0.4482	
2516.7	326.3016	371.8537	0	332.5086	354.7648	0	0.2411	0.4731	
2533.4	318.7289	368.1271	0	329.3322	324.2713	0	0.2372	0.4508	
2550.1	325.1873	376.5989	0	328.0759	325.6509	0	0.2391	0.4572	
2566.7	314.4045	350.5833	0	350.6058	310.7426	0	0.2434	0.4306	
2583.4	312.9981	378.5631	0	326.9740	339.4859	0	0.2343	0.4675	
2600.1	314.0612	383.9270	0	335.9107	332.8742	0	0.2379	0.4667	
2616.7	323.2594	370.8330	0	335.1151	350.2212	0	0.2410	0.4694	
2633.4	315.0530	389.0430	0	335.1251	356.1533	0	0.2380	0.4852	
2650.1	306.9257	380.2957	0	330.0518	334.1664	0	0.2332	0.4651	
2666.7	305.0509	386.3904	0	335.5383	340.5914	0	0.2345	0.4733	
2683.4	323.3903	361.5064	0	337.3366	332.8447	0	0.2418	0.4521	
